date,exercise_name,set_index,reps,weight,tempo,rest,rpe,notes
2023-09-27,Traction_A,4,5.5,14.1,,,,
2023-09-27,Traction_P,1,7,9.3,,,,
2023-09-27,Traction_P,2,5.5,9.3,,,,
2023-09-27,Traction_P,3,4,9.3,,,,
2023-09-27,Traction_P,4,3.5,9.3,,,,
2023-10-03,Pompe,1,9,17.7,,,,
2023-10-03,Pompe,2,7.5,17.7,,,,
2023-10-03,Pompe,3,6,17.7,,,,
2023-10-03,Pompe,4,0,17.7,,,,
2023-10-03,Dips,1,6,8.1,,,,
2023-10-03,Dips,2,5,8.1,,,,
2023-10-03,Dips,3,4,8.1,,,,
2023-10-03,Dips,4,4,8.1,,,,
2023-10-03,Pompe_I,1,8,10.5,,,,
2023-10-03,Pompe_I,2,7,10.5,,,,
2023-10-03,Pompe_I,3,6,10.5,,,,
2023-10-03,Pompe_I,4,5,10.5,,,,
2023-10-04,Traction_A,1,8,14.1,,,,
2023-10-04,Traction_A,2,7,14.1,,,,
2023-10-04,Traction_A,3,6,14.1,,,,
2023-10-04,Traction_A,4,5.5,14.1,,,,
2023-10-04,Traction_P,1,6,14.1,,,,
2023-10-04,Traction_P,2,6,14.1,,,,
2023-10-04,Traction_P,3,6,14.1,,,,
2023-10-04,Traction_P,4,6,14.1,,,,
2023-10-10,Pompe,1,9,17.7,,,,
2023-10-10,Pompe,2,8,17.7,,,,
2023-10-10,Pompe,3,7,17.7,,,,
2023-10-10,Pompe,4,4,17.7,,,,
2023-10-10,Dips,1,6,8.1,,,,
2023-10-10,Dips,2,5.5,8.1,,,,
2023-10-10,Dips,3,4,8.1,,,,
2023-10-10,Dips,4,2,8.1,,,,
2023-10-10,Pompe_I,1,10,10.5,,,,
2023-10-10,Pompe_I,2,9,10.5,,,,
2023-10-10,Pompe_I,3,7,10.5,,,,
2023-10-10,Pompe_I,4,6,10.5,,,,
2023-10-11,Traction_A,1,8.5,14.1,,,,
2023-10-11,Traction_A,2,7,14.1,,,,
2023-10-11,Traction_A,3,6.5,14.1,,,,
2023-10-11,Traction_A,4,6,14.1,,,,
2023-10-11,Traction_P,1,7,14.1,,,,
2023-10-11,Traction_P,2,7,14.1,,,,
2023-10-11,Traction_P,3,6,14.1,,,,
2023-10-11,Traction_P,4,6,14.1,,,,
2023-10-16,Pompe,1,10,17.7,,,,
2023-10-16,Pompe,2,8,17.7,,,,
2023-10-16,Pompe,3,7,17.7,,,,
2023-10-16,Pompe,4,5,17.7,,,,
2023-10-16,Dips,1,4,8.1,,,,
2023-10-16,Dips,2,4,8.1,,,,
2023-10-16,Dips,3,3,8.1,,,,
2023-10-16,Dips,4,2,8.1,,,,
2023-10-16,Pompe_I,1,6,11.7,,,,
2023-10-16,Pompe_I,2,4.5,11.7,,,,
2023-10-16,Pompe_I,3,4.5,11.7,,,,
2023-10-16,Pompe_I,4,4,11.7,,,,
2023-10-18,Traction_A,1,9,14.1,,,,
2023-10-18,Traction_A,2,7.5,14.1,,,,
2023-10-18,Traction_A,3,6.5,14.1,,,,
2023-10-18,Traction_A,4,5,14.1,,,,
2023-10-18,Traction_P,1,6,15.3,,,,
2023-10-18,Traction_P,2,5,15.3,,,,
2023-10-18,Traction_P,3,5,15.3,,,,
2023-10-18,Traction_P,4,4,15.3,,,,
2023-10-23,Pompe,1,10,17.7,,,,
2023-10-23,Pompe,2,8,17.7,,,,
2023-10-23,Pompe,3,7,17.7,,,,
2023-10-23,Pompe,4,5,17.7,,,,
2023-10-23,Dips,1,7,8.1,,,,
2023-10-23,Dips,2,6,8.1,,,,
2023-10-23,Dips,3,5,8.1,,,,
2023-10-23,Dips,4,5,8.1,,,,
2023-10-25,Traction_A,1,6,15.3,,,,
2023-10-25,Traction_A,2,6,15.3,,,,
2023-10-25,Traction_A,3,5,15.3,,,,
2023-10-25,Traction_A,4,4,15.3,,,,
2023-10-25,Traction_P,1,6,15.3,,,,
2023-10-25,Traction_P,2,6,15.3,,,,
2023-10-25,Traction_P,3,5,15.3,,,,
2023-10-25,Traction_P,4,5,15.3,,,,
2023-11-07,Traction_A,1,8,14.1,,,,
2023-11-07,Traction_A,2,7,14.1,,,,
2023-11-07,Traction_A,3,6,14.1,,,,
2023-11-07,Traction_A,4,5.5,14.1,,,,
2023-11-07,Traction_P,1,7,15.3,,,,
2023-11-07,Traction_P,2,6,15.3,,,,
2023-11-07,Traction_P,3,6,15.3,,,,
2023-11-07,Traction_P,4,4,15.3,,,,
2023-11-08,Pompe,1,10,17.7,,,,
2023-11-08,Pompe,2,8,17.7,,,,
2023-11-08,Pompe,3,6,17.7,,,,
2023-11-08,Pompe,4,5,17.7,,,,
2023-11-08,Dips,1,8,8.1,,,,
2023-11-08,Dips,2,6,8.1,,,,
2023-11-08,Dips,3,6,8.1,,,,
2023-11-08,Dips,4,6,8.1,,,,
2023-11-08,Pompe_I,1,6,11.7,,,,
2023-11-08,Pompe_I,2,4.5,11.7,,,,
2023-11-08,Pompe_I,3,4,11.7,,,,
2023-11-08,Pompe_I,4,3,11.7,,,,
2023-11-15,Traction_A,1,8,14.1,,,,
2023-11-15,Traction_A,2,8,14.1,,,,
2023-11-15,Traction_A,3,7,14.1,,,,
2023-11-15,Traction_A,4,6,14.1,,,,
2023-11-15,Traction_P,1,7,9.3,,,,
2023-11-15,Traction_P,2,6,9.3,,,,
2023-11-15,Traction_P,3,4.5,9.3,,,,
2023-11-15,Traction_P,4,4,9.3,,,,
2023-11-16,Pompe,1,10.5,17.7,,,,
2023-11-16,Pompe,2,8,17.7,,,,
2023-11-16,Pompe,3,6.5,17.7,,,,
2023-11-16,Pompe,4,5,17.7,,,,
2023-11-16,Dips,1,9,8.1,,,,
2023-11-16,Dips,2,6.5,8.1,,,,
2023-11-16,Dips,3,6,8.1,,,,
2023-11-16,Dips,4,6,8.1,,,,
2023-11-21,Traction_A,1,6,15.3,,,,
2023-11-21,Traction_A,2,5.5,15.3,,,,
2023-11-21,Traction_A,3,5,15.3,,,,
2023-11-21,Traction_A,4,4,15.3,,,,
2023-11-21,Traction_P,1,7.5,9.3,,,,
2023-11-21,Traction_P,2,6,9.3,,,,
2023-11-21,Traction_P,3,5,9.3,,,,
2023-11-21,Traction_P,4,4,9.3,,,,
2023-11-23,Pompe,1,7,18.9,,,,
2023-11-23,Pompe,2,6,18.9,,,,
2023-11-23,Pompe,3,5,18.9,,,,
2023-11-23,Pompe,4,4,18.9,,,,
2023-11-23,Dips,1,8,9.3,,,,
2023-11-23,Dips,2,6,9.3,,,,
2023-11-23,Dips,3,5,9.3,,,,
2023-11-23,Dips,4,4,9.3,,,,
2023-11-28,Pompe,1,7,18.9,,,,
2023-11-28,Pompe,2,6,18.9,,,,
2023-11-28,Pompe,3,5,18.9,,,,
2023-11-28,Pompe,4,4,18.9,,,,
2023-11-28,Dips,1,8,9.3,,,,
2023-11-28,Dips,2,6,9.3,,,,
2023-11-28,Dips,3,5.5,9.3,,,,
2023-11-28,Dips,4,5,9.3,,,,
2023-11-28,Pompe_I,1,6,11.7,,,,
2023-11-28,Pompe_I,2,4.5,11.7,,,,
2023-11-28,Pompe_I,3,4,11.7,,,,
2023-11-28,Pompe_I,4,3.5,11.7,,,,
2023-11-30,Traction_A,1,7,15.3,,,,
2023-11-30,Traction_A,2,6.5,15.3,,,,
2023-11-30,Traction_A,3,6,15.3,,,,
2023-11-30,Traction_A,4,5.5,15.3,,,,
2023-11-30,Traction_P,1,8,9.3,,,,
2023-11-30,Traction_P,2,6,9.3,,,,
2023-11-30,Traction_P,3,5.5,9.3,,,,
2023-11-30,Traction_P,4,4,9.3,,,,
2023-12-05,Pompe,1,8,18.9,,,,
2023-12-05,Pompe,2,6.5,18.9,,,,
2023-12-05,Pompe,3,5.5,18.9,,,,
2023-12-05,Pompe,4,4,18.9,,,,
2023-12-05,Dips,1,9,9.3,,,,
2023-12-05,Dips,2,7,9.3,,,,
2023-12-05,Dips,3,6,9.3,,,,
2023-12-05,Dips,4,6,9.3,,,,
2023-12-05,Pompe_I,1,6,11.7,,,,
2023-12-05,Pompe_I,2,4.5,11.7,,,,
2023-12-05,Pompe_I,3,4,11.7,,,,
2023-12-05,Pompe_I,4,3,11.7,,,,
2023-12-06,Traction_A,1,8,15.3,,,,
2023-12-06,Traction_A,2,7,15.3,,,,
2023-12-06,Traction_A,3,6.5,15.3,,,,
2023-12-06,Traction_A,4,6,15.3,,,,
2023-12-06,Traction_P,1,8,9.3,,,,
2023-12-06,Traction_P,2,6.5,9.3,,,,
2023-12-06,Traction_P,3,5.5,9.3,,,,
2023-12-06,Traction_P,4,4,9.3,,,,
2023-12-12,Pompe,1,8.5,18.9,,,,
2023-12-12,Pompe,2,7,18.9,,,,
2023-12-12,Pompe,3,5.5,18.9,,,,
2023-12-12,Pompe,4,4,18.9,,,,
2023-12-12,Dips,1,9,9.3,,,,
2023-12-12,Dips,2,6,9.3,,,,
2023-12-12,Dips,3,6.5,9.3,,,,
2023-12-12,Dips,4,5,9.3,,,,
2023-12-12,Pompe_I,1,8,11.7,,,,
2023-12-12,Pompe_I,2,7,11.7,,,,
2023-12-12,Pompe_I,3,6,11.7,,,,
2023-12-12,Pompe_I,4,5,11.7,,,,
2023-12-13,Traction_P,1,6,10.5,,,,
2023-12-13,Traction_P,2,4.5,10.5,,,,
2023-12-13,Traction_P,3,4,10.5,,,,
2023-12-13,Traction_P,4,3,10.5,,,,
2023-12-14,Traction_A,1,8.5,15.3,,,,
2023-12-14,Traction_A,2,7.5,15.3,,,,
2023-12-14,Traction_A,3,6.5,15.3,,,,
2023-12-14,Traction_A,4,6,15.3,,,,
2023-12-21,Pompe,1,8,18.9,,,,
2023-12-21,Pompe,2,6.5,18.9,,,,
2023-12-21,Pompe,3,5,18.9,,,,
2023-12-21,Pompe,4,4,18.9,,,,
2023-12-21,Dips,1,7.5,9.3,,,,
2023-12-21,Dips,2,6,9.3,,,,
2023-12-21,Dips,3,5,9.3,,,,
2023-12-21,Dips,4,4,9.3,,,,
2023-12-21,Pompe_I,1,8,11.7,,,,
2023-12-21,Pompe_I,2,6,11.7,,,,
2023-12-21,Pompe_I,3,5,11.7,,,,
2023-12-21,Pompe_I,4,4.5,11.7,,,,
2023-12-29,Traction_A,1,7,15.3,,,,
2023-12-29,Traction_A,2,5,15.3,,,,
2023-12-29,Traction_A,3,5,15.3,,,,
2023-12-29,Traction_A,4,4,15.3,,,,
2024-01-04,Pompe,1,9,18.9,,,,
2024-01-04,Pompe,2,7,18.9,,,,
2024-01-04,Pompe,3,5,18.9,,,,
2024-01-04,Pompe,4,3,18.9,,,,
2024-01-04,Pompe_I,1,8,11.7,,,,
2024-01-04,Pompe_I,2,6,11.7,,,,
2024-01-04,Pompe_I,3,5,11.7,,,,
2024-01-04,Pompe_I,4,4.5,11.7,,,,
2024-01-22,Pompe,1,10,15.3,,,,
2024-01-22,Pompe,2,9,15.3,,,,
2024-01-22,Pompe,3,8,15.3,,,,
2024-01-22,Pompe,4,8,15.3,,,,
2024-01-22,Dips,1,8,6.9,,,,
2024-01-22,Dips,2,6,6.9,,,,
2024-01-22,Dips,3,6,6.9,,,,
2024-01-22,Dips,4,5,6.9,,,,
2024-01-24,Traction_A,1,9,12.9,,,,
2024-01-24,Traction_A,2,8,12.9,,,,
2024-01-24,Traction_A,3,8,12.9,,,,
2024-01-24,Traction_A,4,7,12.9,,,,
2024-01-24,Traction_P,1,7,8.1,,,,
2024-01-24,Traction_P,2,6,8.1,,,,
2024-01-24,Traction_P,3,5,8.1,,,,
2024-01-24,Traction_P,4,4,8.1,,,,
2024-01-30,Pompe,1,10,15.3,,,,
2024-01-30,Pompe,2,10,15.3,,,,
2024-01-30,Pompe,3,8,15.3,,,,
2024-01-30,Pompe,4,7,15.3,,,,
2024-01-30,Dips,1,8,8.1,,,,
2024-01-30,Dips,2,8,8.1,,,,
2024-01-30,Dips,3,6,8.1,,,,
2024-01-30,Dips,4,5,8.1,,,,
2024-01-30,Pompe_I,1,4,9.3,,,,
2024-01-30,Pompe_I,2,4,9.3,,,,
2024-01-30,Pompe_I,3,3,9.3,,,,
2024-01-30,Pompe_I,4,2,9.3,,,,
2024-02-01,Traction_A,1,9,14.1,,,,
2024-02-01,Traction_A,2,7.5,14.1,,,,
2024-02-01,Traction_A,3,7,14.1,,,,
2024-02-01,Traction_A,4,7,14.1,,,,
2024-02-01,Traction_P,1,6,9.3,,,,
2024-02-01,Traction_P,2,5,9.3,,,,
2024-02-01,Traction_P,3,4,9.3,,,,
2024-02-01,Traction_P,4,3.5,9.3,,,,
2024-02-05,Traction_A,1,10,14.1,,,,
2024-02-05,Traction_A,2,8.5,14.1,,,,
2024-02-05,Traction_A,3,8,14.1,,,,
2024-02-05,Traction_A,4,7.5,14.1,,,,
2024-02-05,Traction_P,1,7,9.3,,,,
2024-02-05,Traction_P,2,5.5,9.3,,,,
2024-02-05,Traction_P,3,4.5,9.3,,,,
2024-02-05,Traction_P,4,3.5,9.3,,,,
2024-02-07,Pompe,1,11,15.3,,,,
2024-02-07,Pompe,2,10,15.3,,,,
2024-02-07,Pompe,3,8,15.3,,,,
2024-02-07,Pompe,4,7,15.3,,,,
2024-02-07,Dips,1,6,9.3,,,,
2024-02-07,Dips,2,6,9.3,,,,
2024-02-07,Dips,3,5,9.3,,,,
2024-02-07,Dips,4,4,9.3,,,,
2024-02-10,Traction_A,1,7,15.3,,,,
2024-02-10,Traction_A,2,6.5,15.3,,,,
2024-02-10,Traction_A,3,6,15.3,,,,
2024-02-10,Traction_A,4,5.5,15.3,,,,
2024-02-10,Traction_P,1,8,9.3,,,,
2024-02-10,Traction_P,2,5.5,9.3,,,,
2024-02-10,Traction_P,3,5,9.3,,,,
2024-02-10,Traction_P,4,3.5,9.3,,,,
2024-02-13,Pompe,1,11,15.3,,,,
2024-02-13,Pompe,2,10,15.3,,,,
2024-02-13,Pompe,3,9,15.3,,,,
2024-02-13,Pompe,4,8,15.3,,,,
2024-02-13,Dips,1,7,9.3,,,,
2024-02-13,Dips,2,7,9.3,,,,
2024-02-13,Dips,3,5.5,9.3,,,,
2024-02-13,Dips,4,4,9.3,,,,
2024-02-13,Pompe_I,1,7,8.1,,,,
2024-02-13,Pompe_I,2,6,8.1,,,,
2024-02-13,Pompe_I,3,5,8.1,,,,
2024-02-13,Pompe_I,4,4,8.1,,,,
2024-02-16,Traction_A,1,8,15.3,,,,
2024-02-16,Traction_A,2,7.5,15.3,,,,
2024-02-16,Traction_A,3,7,15.3,,,,
2024-02-16,Traction_A,4,6,15.3,,,,
2024-02-16,Traction_P,1,8,9.3,,,,
2024-02-16,Traction_P,2,5.5,9.3,,,,
2024-02-16,Traction_P,3,4.5,9.3,,,,
2024-02-16,Traction_P,4,4,9.3,,,,
2024-02-20,Traction_A,1,9,15.3,,,,
2024-02-20,Traction_A,2,8,15.3,,,,
2024-02-20,Traction_A,3,7.5,15.3,,,,
2024-02-20,Traction_A,4,7,15.3,,,,
2024-02-20,Traction_P,1,8,9.3,,,,
2024-02-20,Traction_P,2,6,9.3,,,,
2024-02-20,Traction_P,3,5,9.3,,,,
2024-02-20,Traction_P,4,4.5,9.3,,,,
2024-03-04,Pompe,1,6,17.7,,,,
2024-03-04,Pompe,2,6,17.7,,,,
2024-03-04,Pompe,3,5,17.7,,,,
2024-03-04,Pompe,4,4,17.7,,,,
2024-03-04,Dips,1,7,9.3,,,,
2024-03-04,Dips,2,7,9.3,,,,
2024-03-04,Dips,3,6,9.3,,,,
2024-03-04,Dips,4,5,9.3,,,,
2024-03-06,Traction_A,1,9,15.3,,,,
2024-03-06,Traction_A,2,8,15.3,,,,
2024-03-06,Traction_A,3,7.5,15.3,,,,
2024-03-06,Traction_A,4,7,15.3,,,,
2024-03-06,Traction_P,1,7,9.3,,,,
2024-03-06,Traction_P,2,5.5,9.3,,,,
2024-03-06,Traction_P,3,4,9.3,,,,
2024-03-06,Traction_P,4,4,9.3,,,,
2024-03-12,Pompe,1,8,17.7,,,,
2024-03-12,Pompe,2,7,17.7,,,,
2024-03-12,Pompe,3,7,17.7,,,,
2024-03-12,Pompe,4,6,17.7,,,,
2024-03-12,Dips,1,8,9.3,,,,
2024-03-12,Dips,2,7,9.3,,,,
2024-03-12,Dips,3,6,9.3,,,,
2024-03-12,Dips,4,5,9.3,,,,
2024-03-12,Pompe_I,1,9,0,,,,
2024-03-12,Pompe_I,2,8.5,0,,,,
2024-03-12,Pompe_I,3,8,0,,,,
2024-03-12,Pompe_I,4,7,0,,,,
2024-03-13,Traction_A,1,8,16.5,,,,
2024-03-13,Traction_A,2,7.5,16.5,,,,
2024-03-13,Traction_A,3,6.5,16.5,,,,
2024-03-13,Traction_A,4,6,16.5,,,,
2024-03-13,Traction_P,1,8,9.3,,,,
2024-03-13,Traction_P,2,6.5,9.3,,,,
2024-03-13,Traction_P,3,5.5,9.3,,,,
2024-03-13,Traction_P,4,4,9.3,,,,
2024-03-18,Pompe,1,9,17.7,,,,
2024-03-18,Pompe,2,8,17.7,,,,
2024-03-18,Pompe,3,7,17.7,,,,
2024-03-18,Pompe,4,6,17.7,,,,
2024-03-18,Dips,1,9,9.3,,,,
2024-03-18,Dips,2,8,9.3,,,,
2024-03-18,Dips,3,7,9.3,,,,
2024-03-18,Dips,4,5,9.3,,,,
2024-03-20,Traction_A,1,8.5,16.5,,,,
2024-03-20,Traction_A,2,8,16.5,,,,
2024-03-20,Traction_A,3,7,16.5,,,,
2024-03-20,Traction_A,4,6,16.5,,,,
2024-03-20,Traction_P,1,6.5,10.5,,,,
2024-03-20,Traction_P,2,5,10.5,,,,
2024-03-20,Traction_P,3,5,10.5,,,,
2024-03-20,Traction_P,4,3.5,10.5,,,,
2024-03-28,Pompe,1,9,17.7,,,,
2024-03-28,Pompe,2,8,17.7,,,,
2024-03-28,Pompe,3,7,17.7,,,,
2024-03-28,Pompe,4,5,17.7,,,,
2024-03-28,Dips,1,8,10.5,,,,
2024-03-28,Dips,2,7,10.5,,,,
2024-03-28,Dips,3,5,10.5,,,,
2024-03-28,Dips,4,4,10.5,,,,
2024-03-28,Traction_A,1,8.5,16.5,,,,
2024-03-28,Traction_A,2,8,16.5,,,,
2024-03-28,Traction_A,3,7.5,16.5,,,,
2024-03-28,Traction_A,4,6,16.5,,,,
2024-03-28,Traction_P,1,7,10.5,,,,
2024-03-28,Traction_P,2,5,10.5,,,,
2024-03-28,Traction_P,3,4.5,10.5,,,,
2024-03-28,Traction_P,4,3.5,10.5,,,,
2024-04-03,Pompe,1,10,17.7,,,,
2024-04-03,Pompe,2,9,17.7,,,,
2024-04-03,Pompe,3,8,17.7,,,,
2024-04-03,Pompe,4,6,17.7,,,,
2024-04-03,Dips,1,8,10.5,,,,
2024-04-03,Dips,2,7,10.5,,,,
2024-04-03,Dips,3,5,10.5,,,,
2024-04-03,Dips,4,4,10.5,,,,
2024-04-05,Traction_A,1,9,16.5,,,,
2024-04-05,Traction_A,2,8,16.5,,,,
2024-04-05,Traction_A,3,7.5,16.5,,,,
2024-04-05,Traction_A,4,6,16.5,,,,
2024-04-05,Traction_P,1,6,10.5,,,,
2024-04-05,Traction_P,2,5,10.5,,,,
2024-04-05,Traction_P,3,5,10.5,,,,
2024-04-05,Traction_P,4,4,10.5,,,,
2024-04-08,Pompe,1,13,17.7,,,,
2024-04-08,Pompe,2,11,17.7,,,,
2024-04-08,Pompe,3,11,17.7,,,,
2024-04-08,Pompe,4,10,17.7,,,,
2024-04-08,Dips,1,9,10.5,,,,
2024-04-08,Dips,2,7,10.5,,,,
2024-04-08,Dips,3,6,10.5,,,,
2024-04-08,Dips,4,5,10.5,,,,
2024-04-09,Traction_A,1,7,16.5,,,,
2024-04-09,Traction_A,2,7,16.5,,,,
2024-04-09,Traction_A,3,7,16.5,,,,
2024-04-09,Traction_A,4,6,16.5,,,,
2024-04-09,Traction_P,1,6.5,10.5,,,,
2024-04-09,Traction_P,2,5.5,10.5,,,,
2024-04-09,Traction_P,3,5,10.5,,,,
2024-04-09,Traction_P,4,4.5,10.5,,,,
2024-04-16,Pompe,1,9,18.9,,,,
2024-04-16,Pompe,2,9,18.9,,,,
2024-04-16,Pompe,3,8,18.9,,,,
2024-04-16,Pompe,4,7,18.9,,,,
2024-04-16,Dips,1,9,10.5,,,,
2024-04-16,Dips,2,7,10.5,,,,
2024-04-16,Dips,3,6,10.5,,,,
2024-04-16,Dips,4,5,10.5,,,,
2024-04-17,Traction_A,1,9,16.5,,,,
2024-04-17,Traction_A,2,7.5,16.5,,,,
2024-04-17,Traction_A,3,7.5,16.5,,,,
2024-04-17,Traction_A,4,6,16.5,,,,
2024-04-17,Traction_P,1,7,10.5,,,,
2024-04-17,Traction_P,2,6,10.5,,,,
2024-04-17,Traction_P,3,5,10.5,,,,
2024-04-17,Traction_P,4,4.5,10.5,,,,
2024-04-19,Pompe,1,11,18.9,,,,
2024-04-19,Pompe,2,10,18.9,,,,
2024-04-19,Pompe,3,9,18.9,,,,
2024-04-19,Pompe,4,8,18.9,,,,
2024-04-19,Dips,1,10,10.5,,,,
2024-04-19,Dips,2,8,10.5,,,,
2024-04-19,Dips,3,7,10.5,,,,
2024-04-19,Dips,4,5,10.5,,,,
2024-04-21,Traction_A,1,8,16.5,,,,
2024-04-21,Traction_A,2,7,16.5,,,,
2024-04-21,Traction_A,3,7,16.5,,,,
2024-04-21,Traction_A,4,6,16.5,,,,
2024-04-21,Traction_P,1,7,10.5,,,,
2024-04-21,Traction_P,2,6,10.5,,,,
2024-04-21,Traction_P,3,5,10.5,,,,
2024-04-21,Traction_P,4,4.5,10.5,,,,
2024-04-23,Pompe,1,9,17.7,,,,
2024-04-23,Pompe,2,9,17.7,,,,
2024-04-23,Pompe,3,8,17.7,,,,
2024-04-23,Pompe,4,6,17.7,,,,
2024-04-26,Traction_A,1,8.5,16.5,,,,
2024-04-26,Traction_A,2,7.5,16.5,,,,
2024-04-26,Traction_A,3,7,16.5,,,,
2024-04-26,Traction_A,4,6,16.5,,,,
2024-04-26,Traction_P,1,8,10.5,,,,
2024-04-26,Traction_P,2,6,10.5,,,,
2024-04-26,Traction_P,3,5,10.5,,,,
2024-04-26,Traction_P,4,4.5,10.5,,,,
2024-04-29,Pompe,1,9,18.9,,,,
2024-04-29,Pompe,2,7,18.9,,,,
2024-04-29,Pompe,3,5,18.9,,,,
2024-04-29,Pompe,4,4,18.9,,,,
2024-04-29,Dips,1,8,11.7,,,,
2024-04-29,Dips,2,6,11.7,,,,
2024-04-29,Dips,3,6,11.7,,,,
2024-04-29,Dips,4,4,11.7,,,,
2024-04-29,Roulette,1,10,0,,,,
2024-04-29,Roulette,2,10,0,,,,
2024-04-29,Roulette,3,9,0,,,,
2024-04-29,Roulette,4,8,0,,,,
2024-04-30,Traction_A,1,9,16.5,,,,
2024-04-30,Traction_A,2,8,16.5,,,,
2024-04-30,Traction_A,3,7.5,16.5,,,,
2024-04-30,Traction_A,4,6.5,16.5,,,,
2024-04-30,Traction_P,1,8,10.5,,,,
2024-04-30,Traction_P,2,6.5,10.5,,,,
2024-04-30,Traction_P,3,5.5,10.5,,,,
2024-04-30,Traction_P,4,5,10.5,,,,
2024-05-02,Pompe,1,9,18.9,,,,
2024-05-02,Pompe,2,7.5,18.9,,,,
2024-05-02,Pompe,3,6,18.9,,,,
2024-05-02,Pompe,4,4.5,18.9,,,,
2024-05-02,Dips,1,9,11.7,,,,
2024-05-02,Dips,2,7,11.7,,,,
2024-05-02,Dips,3,6,11.7,,,,
2024-05-02,Dips,4,5,11.7,,,,
2024-05-06,Traction_A,1,7,17.7,,,,
2024-05-06,Traction_A,2,7,17.7,,,,
2024-05-06,Traction_A,3,6.5,17.7,,,,
2024-05-06,Traction_A,4,6,17.7,,,,
2024-05-06,Traction_P,1,6.5,11.7,,,,
2024-05-06,Traction_P,2,5,11.7,,,,
2024-05-06,Traction_P,3,5,11.7,,,,
2024-05-06,Traction_P,4,4,11.7,,,,
2024-05-06,Roulette,1,8,5.7,,,,
2024-05-06,Roulette,2,7,5.7,,,,
2024-05-06,Roulette,3,6,5.7,,,,
2024-05-06,Roulette,4,5,5.7,,,,
2024-05-08,Pompe,1,10,18.9,,,,
2024-05-08,Pompe,2,8,18.9,,,,
2024-05-08,Pompe,3,7,18.9,,,,
2024-05-08,Pompe,4,5,18.9,,,,
2024-05-08,Dvlp_couché_barre,1,10,50,,,,
2024-05-08,Dvlp_couché_barre,2,9,50,,,,
2024-05-08,Dvlp_couché_barre,3,8,50,,,,
2024-05-08,Dvlp_couché_barre,4,6,50,,,,
2024-05-10,Traction_A,1,7,17.7,,,,
2024-05-10,Traction_A,2,6,17.7,,,,
2024-05-10,Traction_A,3,6,17.7,,,,
2024-05-10,Traction_A,4,5.5,17.7,,,,
2024-05-10,Traction_P,1,7,11.7,,,,
2024-05-10,Traction_P,2,5,11.7,,,,
2024-05-10,Traction_P,3,5,11.7,,,,
2024-05-10,Traction_P,4,4,11.7,,,,
2024-05-10,Roulette,1,9,5.7,,,,
2024-05-10,Roulette,2,7,5.7,,,,
2024-05-10,Roulette,3,7,5.7,,,,
2024-05-10,Roulette,4,6,5.7,,,,
2024-05-13,Pompe,1,9,18.9,,,,
2024-05-13,Pompe,2,7,18.9,,,,
2024-05-13,Pompe,3,7,18.9,,,,
2024-05-13,Pompe,4,4.5,18.9,,,,
2024-05-13,Dips,1,10,11.7,,,,
2024-05-13,Dips,2,7,11.7,,,,
2024-05-13,Dips,3,7,11.7,,,,
2024-05-13,Dips,4,4,11.7,,,,
2024-05-15,Traction_A,1,8.5,17.7,,,,
2024-05-15,Traction_A,2,7.5,17.7,,,,
2024-05-15,Traction_A,3,7,17.7,,,,
2024-05-15,Traction_A,4,6,17.7,,,,
2024-05-15,Traction_P,1,7.5,11.7,,,,
2024-05-15,Traction_P,2,5.5,11.7,,,,
2024-05-15,Traction_P,3,5,11.7,,,,
2024-05-15,Traction_P,4,4,11.7,,,,
2024-05-15,Roulette,1,9,5.7,,,,
2024-05-15,Roulette,2,8,5.7,,,,
2024-05-15,Roulette,3,7,5.7,,,,
2024-05-15,Roulette,4,7,5.7,,,,
2024-05-16,Pompe,1,10,18.9,,,,
2024-05-16,Pompe,2,8,18.9,,,,
2024-05-16,Pompe,3,7,18.9,,,,
2024-05-16,Pompe,4,5,18.9,,,,
2024-05-16,Dips,1,9,11.7,,,,
2024-05-16,Dips,2,7,11.7,,,,
2024-05-16,Dips,3,7,11.7,,,,
2024-05-16,Dips,4,5,11.7,,,,
2024-05-20,Squat,1,8,50,,,,
2024-05-20,Squat,2,8,50,,,,
2024-05-20,Squat,3,7,50,,,,
2024-05-20,Squat,4,7,50,,,,
2024-05-20,Bulgare,1,17,24,,,,
2024-05-20,Bulgare,2,15,24,,,,
2024-05-20,Bulgare,3,15,24,,,,
2024-05-20,Bulgare,4,13,24,,,,
2024-05-21,Traction_A,1,8.5,17.7,,,,
2024-05-21,Traction_A,2,8,17.7,,,,
2024-05-21,Traction_A,3,7.5,17.7,,,,
2024-05-21,Traction_A,4,6.5,17.7,,,,
2024-05-21,Traction_P,1,7.5,11.7,,,,
2024-05-21,Traction_P,2,6,11.7,,,,
2024-05-21,Traction_P,3,4.5,11.7,,,,
2024-05-21,Traction_P,4,4,11.7,,,,
2024-05-21,Roulette,1,9,5.7,,,,
2024-05-21,Roulette,2,8,5.7,,,,
2024-05-21,Roulette,3,7,5.7,,,,
2024-05-21,Roulette,4,6,5.7,,,,
2024-05-22,Pompe,1,10,18.9,,,,
2024-05-22,Pompe,2,8,18.9,,,,
2024-05-22,Pompe,3,7,18.9,,,,
2024-05-22,Pompe,4,5,18.9,,,,
2024-05-22,Dips,1,9,11.7,,,,
2024-05-22,Dips,2,8,11.7,,,,
2024-05-22,Dips,3,7,11.7,,,,
